county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
Los Angeles,9133.0,296.0,310,31,2020-04-12
Los Angeles,9367.0,320.0,234,24,2020-04-13
Los Angeles,9948.0,360.0,581,40,2020-04-14
Los Angeles,10416.0,402.0,468,42,2020-04-15
Los Angeles,10786.0,455.0,370,53,2020-04-16
Los Angeles,11354.0,495.0,568,40,2020-04-17
Los Angeles,11984.0,576.0,630,81,2020-04-18
Los Angeles,12299.0,600.0,315,24,2020-04-19
Los Angeles,13787.0,617.0,1488,17,2020-04-20
Los Angeles,15096.0,663.0,1309,46,2020-04-21
Los Angeles,16400.0,729.0,1304,66,2020-04-22
Los Angeles,17548.0,797.0,1148,68,2020-04-23
Los Angeles,18553.0,848.0,1005,51,2020-04-24
Los Angeles,19144.0,895.0,591,47,2020-04-25
Los Angeles,19570.0,913.0,426,18,2020-04-26
Los Angeles,20456.0,942.0,886,29,2020-04-27
Los Angeles,21029.0,1000.0,573,58,2020-04-28
Los Angeles,22560.0,1056.0,1531,56,2020-04-29
Los Angeles,23284.0,1111.0,724,55,2020-04-30
Los Angeles,24306.0,1172.0,1022,61,2020-05-01
Los Angeles,24955.0,1209.0,649,37,2020-05-02
Los Angeles,25708.0,1229.0,753,20,2020-05-03
Los Angeles,26243.0,1256.0,535,27,2020-05-04
Los Angeles,27867.0,1313.0,1624,57,2020-05-05
Los Angeles,28687.0,1367.0,820,54,2020-05-06
Los Angeles,29544.0,1418.0,857,51,2020-05-07
Los Angeles,30357.0,1468.0,813,50,2020-05-08
Los Angeles,31268.0,1512.0,911,44,2020-05-09
Los Angeles,31711.0,1530.0,443,18,2020-05-10
Los Angeles,32279.0,1569.0,568,39,2020-05-11
Los Angeles,33281.0,1613.0,1002,44,2020-05-12
Los Angeles,34574.0,1659.0,1293,46,2020-05-13
Los Angeles,35427.0,1709.0,853,50,2020-05-14
Los Angeles,36317.0,1755.0,890,46,2020-05-15
Los Angeles,37352.0,1793.0,1035,38,2020-05-16
Los Angeles,37996.0,1821.0,644,28,2020-05-17
Los Angeles,38477.0,1839.0,481,18,2020-05-18
Los Angeles,39670.0,1913.0,1193,74,2020-05-19
Los Angeles,40932.0,1970.0,1262,57,2020-05-20
Los Angeles,42063.0,2016.0,1131,46,2020-05-21
Los Angeles,43025.0,2049.0,962,33,2020-05-22
Los Angeles,44029.0,2090.0,1004,41,2020-05-23
Los Angeles,44954.0,2104.0,925,14,2020-05-24
Los Angeles,45952.0,2116.0,998,12,2020-05-25
Los Angeles,47760.0,2143.0,1808,27,2020-05-26
Los Angeles,48711.0,2195.0,951,52,2020-05-27
Los Angeles,49861.0,2241.0,1150,46,2020-05-28
Los Angeles,51578.0,2290.0,1717,49,2020-05-29
Los Angeles,53627.0,2338.0,2049,48,2020-05-30
Los Angeles,54925.0,2362.0,1298,24,2020-05-31
Los Angeles,55899.0,2384.0,974,22,2020-06-01
Los Angeles,57144.0,2443.0,1245,59,2020-06-02
Los Angeles,58166.0,2489.0,1022,46,2020-06-03
Los Angeles,59596.0,2531.0,1430,42,2020-06-04
Los Angeles,60955.0,2565.0,1359,34,2020-06-05
Los Angeles,62269.0,2620.0,1314,55,2020-06-06
Los Angeles,63750.0,2645.0,1481,25,2020-06-07
Los Angeles,64634.0,2655.0,884,10,2020-06-08
Los Angeles,65827.0,2707.0,1193,52,2020-06-09
Los Angeles,67018.0,2768.0,1191,61,2020-06-10
Los Angeles,68807.0,2813.0,1789,45,2020-06-11
Los Angeles,70385.0,2834.0,1578,21,2020-06-12
Los Angeles,71938.0,2890.0,1553,56,2020-06-13
Los Angeles,72932.0,2907.0,994,17,2020-06-14
Los Angeles,73705.0,2926.0,773,19,2020-06-15
Los Angeles,75051.0,2959.0,1346,33,2020-06-16
Los Angeles,77166.0,2991.0,2115,32,2020-06-17
Los Angeles,78244.0,3027.0,1078,36,2020-06-18
Los Angeles,79572.0,3063.0,1328,36,2020-06-19
Los Angeles,81604.0,3110.0,2032,47,2020-06-20
Los Angeles,83383.0,3120.0,1779,10,2020-06-21
Los Angeles,85925.0,3138.0,2542,18,2020-06-22
Los Angeles,88433.0,3171.0,2508,33,2020-06-23
Los Angeles,89566.0,3205.0,1133,34,2020-06-24
Los Angeles,91524.0,3246.0,1958,41,2020-06-25
Los Angeles,93328.0,3267.0,1804,21,2020-06-26
Los Angeles,95341.0,3285.0,2013,18,2020-06-27
Los Angeles,98003.0,3305.0,2662,20,2020-06-28
Los Angeles,100846.0,3326.0,2843,21,2020-06-29
Los Angeles,103640.0,3369.0,2794,43,2020-06-30
Los Angeles,105291.0,3402.0,1651,33,2020-07-01
Los Angeles,107144.0,3454.0,1853,52,2020-07-02
Los Angeles,109879.0,3454.0,2735,0,2020-07-03
Los Angeles,113086.0,3454.0,3207,0,2020-07-04
Los Angeles,115133.0,3454.0,2047,0,2020-07-05
Los Angeles,116707.0,3534.0,1574,80,2020-07-06
Los Angeles,121026.0,3579.0,4319,45,2020-07-07
Los Angeles,123462.0,3642.0,2436,63,2020-07-08
Los Angeles,125062.0,3689.0,1600,47,2020-07-09
Los Angeles,127503.0,3738.0,2441,49,2020-07-10
Los Angeles,130479.0,3793.0,2976,55,2020-07-11
Los Angeles,133830.0,3809.0,3351,16,2020-07-12
Los Angeles,136368.0,3822.0,2538,13,2020-07-13
Los Angeles,140632.0,3894.0,4264,72,2020-07-14
Los Angeles,143343.0,3932.0,2711,38,2020-07-15
Los Angeles,147759.0,3988.0,4416,56,2020-07-16
Los Angeles,150481.0,4047.0,2722,59,2020-07-17
Los Angeles,153265.0,4084.0,2784,37,2020-07-18
Los Angeles,156039.0,4095.0,2774,11,2020-07-19
Los Angeles,159202.0,4104.0,3163,9,2020-07-20
Los Angeles,162205.0,4154.0,3003,50,2020-07-21
Los Angeles,165242.0,4213.0,3037,59,2020-07-22
Los Angeles,167198.0,4262.0,1956,49,2020-07-23
Los Angeles,169078.0,4300.0,1880,38,2020-07-24
Los Angeles,172611.0,4351.0,3533,51,2020-07-25
Los Angeles,174322.0,4360.0,1711,9,2020-07-26
Los Angeles,176351.0,4375.0,2029,15,2020-07-27
Los Angeles,179107.0,4426.0,2756,51,2020-07-28
Los Angeles,183600.0,4516.0,4493,90,2020-07-29
Los Angeles,186177.0,4552.0,2577,36,2020-07-30
Los Angeles,188688.0,4621.0,2511,69,2020-07-31
Los Angeles,191023.0,4669.0,2335,48,2020-08-01
Los Angeles,192480.0,4692.0,1457,23,2020-08-02
Los Angeles,194103.0,4701.0,1623,9,2020-08-03
Los Angeles,196014.0,4758.0,1911,57,2020-08-04
Los Angeles,198355.0,4825.0,2341,67,2020-08-05
Los Angeles,201372.0,4869.0,3017,44,2020-08-06
Los Angeles,204406.0,4918.0,3034,49,2020-08-07
Sacramento,46.0,3.0,46,3,2020-03-18
Sacramento,52.0,3.0,6,0,2020-03-19
Sacramento,56.0,4.0,4,1,2020-03-20
Sacramento,66.0,3.0,10,-1,2020-03-21
Sacramento,82.0,4.0,16,1,2020-03-22
Sacramento,87.0,4.0,5,0,2020-03-23
Sacramento,92.0,4.0,5,0,2020-03-24
Sacramento,113.0,5.0,21,1,2020-03-25
Sacramento,146.0,5.0,33,0,2020-03-26
Sacramento,163.0,6.0,17,1,2020-03-27
Sacramento,203.0,7.0,40,1,2020-03-28
Sacramento,217.0,7.0,14,0,2020-03-29
Sacramento,238.0,8.0,21,1,2020-03-30
Sacramento,271.0,8.0,33,0,2020-03-31
Sacramento,299.0,8.0,28,0,2020-04-01
Sacramento,322.0,9.0,23,1,2020-04-02
Sacramento,363.0,11.0,41,2,2020-04-03
Sacramento,393.0,11.0,30,0,2020-04-04
Sacramento,393.0,11.0,0,0,2020-04-05
Sacramento,448.0,15.0,55,4,2020-04-06
Sacramento,513.0,18.0,65,3,2020-04-07
Sacramento,565.0,21.0,52,3,2020-04-08
Sacramento,601.0,21.0,36,0,2020-04-09
Sacramento,642.0,24.0,41,3,2020-04-10
Sacramento,685.0,25.0,43,1,2020-04-11
Sacramento,689.0,25.0,4,0,2020-04-12
Sacramento,724.0,27.0,35,2,2020-04-13
Sacramento,737.0,28.0,13,1,2020-04-14
Sacramento,839.0,28.0,102,0,2020-04-15
Sacramento,865.0,32.0,26,4,2020-04-16
Sacramento,882.0,32.0,17,0,2020-04-17
Sacramento,901.0,33.0,19,1,2020-04-18
Sacramento,912.0,34.0,11,1,2020-04-19
Sacramento,924.0,34.0,12,0,2020-04-20
Sacramento,941.0,35.0,17,1,2020-04-21
Sacramento,959.0,36.0,18,1,2020-04-22
Sacramento,978.0,41.0,19,5,2020-04-23
Sacramento,1009.0,41.0,31,0,2020-04-24
Sacramento,1015.0,41.0,6,0,2020-04-25
Sacramento,1027.0,41.0,12,0,2020-04-26
Sacramento,1035.0,41.0,8,0,2020-04-27
Sacramento,1044.0,41.0,9,0,2020-04-28
Sacramento,1055.0,42.0,11,1,2020-04-29
Sacramento,1071.0,43.0,16,1,2020-04-30
Sacramento,1081.0,43.0,10,0,2020-05-01
Sacramento,1097.0,43.0,16,0,2020-05-02
Sacramento,1109.0,43.0,12,0,2020-05-03
Sacramento,1119.0,47.0,10,4,2020-05-04
Sacramento,1125.0,47.0,6,0,2020-05-05
Sacramento,1135.0,48.0,10,1,2020-05-06
Sacramento,1139.0,49.0,4,1,2020-05-07
Sacramento,1145.0,51.0,6,2,2020-05-08
Sacramento,1150.0,52.0,5,1,2020-05-09
Sacramento,1152.0,52.0,2,0,2020-05-10
Sacramento,1160.0,52.0,8,0,2020-05-11
Sacramento,1166.0,52.0,6,0,2020-05-12
Sacramento,1173.0,52.0,7,0,2020-05-13
Sacramento,1181.0,54.0,8,2,2020-05-14
Sacramento,1203.0,55.0,22,1,2020-05-15
Sacramento,1209.0,55.0,6,0,2020-05-16
Sacramento,1224.0,55.0,15,0,2020-05-17
Sacramento,1233.0,56.0,9,1,2020-05-18
Sacramento,1239.0,57.0,6,1,2020-05-19
Sacramento,1244.0,57.0,5,0,2020-05-20
Sacramento,1258.0,57.0,14,0,2020-05-21
Sacramento,1262.0,57.0,4,0,2020-05-22
Sacramento,1275.0,57.0,13,0,2020-05-23
Sacramento,1283.0,57.0,8,0,2020-05-24
Sacramento,1290.0,57.0,7,0,2020-05-25
Sacramento,1298.0,57.0,8,0,2020-05-26
Sacramento,1318.0,57.0,20,0,2020-05-27
Sacramento,1339.0,57.0,21,0,2020-05-28
Sacramento,1360.0,57.0,21,0,2020-05-29
Sacramento,1384.0,57.0,24,0,2020-05-30
Sacramento,1398.0,57.0,14,0,2020-05-31
Sacramento,1415.0,58.0,17,1,2020-06-01
Sacramento,1428.0,58.0,13,0,2020-06-02
Sacramento,1457.0,58.0,29,0,2020-06-03
Sacramento,1492.0,58.0,35,0,2020-06-04
Sacramento,1514.0,59.0,22,1,2020-06-05
Sacramento,1533.0,59.0,19,0,2020-06-06
Sacramento,1568.0,59.0,35,0,2020-06-07
Sacramento,1591.0,61.0,23,2,2020-06-08
Sacramento,1625.0,61.0,34,0,2020-06-09
Sacramento,1643.0,62.0,18,1,2020-06-10
Sacramento,1669.0,63.0,26,1,2020-06-11
Sacramento,1702.0,63.0,33,0,2020-06-12
Sacramento,1713.0,63.0,11,0,2020-06-13
Sacramento,1750.0,63.0,37,0,2020-06-14
Sacramento,1791.0,63.0,41,0,2020-06-15
Sacramento,1825.0,63.0,34,0,2020-06-16
Sacramento,1889.0,67.0,64,4,2020-06-17
Sacramento,1938.0,67.0,49,0,2020-06-18
Sacramento,1976.0,67.0,38,0,2020-06-19
Sacramento,2069.0,67.0,93,0,2020-06-20
Sacramento,2156.0,67.0,87,0,2020-06-21
Sacramento,2243.0,66.0,87,-1,2020-06-22
Sacramento,2374.0,66.0,131,0,2020-06-23
Sacramento,2446.0,66.0,72,0,2020-06-24
Sacramento,2532.0,66.0,86,0,2020-06-25
Sacramento,2709.0,66.0,177,0,2020-06-26
Sacramento,2762.0,66.0,53,0,2020-06-27
Sacramento,2905.0,66.0,143,0,2020-06-28
Sacramento,3202.0,68.0,297,2,2020-06-29
Sacramento,3362.0,68.0,160,0,2020-06-30
Sacramento,3424.0,68.0,62,0,2020-07-01
Sacramento,3587.0,69.0,163,1,2020-07-02
Sacramento,3711.0,69.0,124,0,2020-07-03
Sacramento,4039.0,69.0,328,0,2020-07-04
Sacramento,4265.0,69.0,226,0,2020-07-05
Sacramento,4420.0,74.0,155,5,2020-07-06
Sacramento,4592.0,76.0,172,2,2020-07-07
Sacramento,4799.0,78.0,207,2,2020-07-08
Sacramento,4950.0,78.0,151,0,2020-07-09
Sacramento,5181.0,79.0,231,1,2020-07-10
Sacramento,5367.0,79.0,186,0,2020-07-11
Sacramento,5515.0,79.0,148,0,2020-07-12
Sacramento,5747.0,83.0,232,4,2020-07-13
Sacramento,5978.0,91.0,231,8,2020-07-14
Sacramento,6217.0,92.0,239,1,2020-07-15
Sacramento,6440.0,94.0,223,2,2020-07-16
Sacramento,6563.0,95.0,123,1,2020-07-17
Sacramento,6739.0,95.0,176,0,2020-07-18
Sacramento,6985.0,95.0,246,0,2020-07-19
Sacramento,7369.0,96.0,384,1,2020-07-20
Sacramento,7789.0,96.0,420,0,2020-07-21
Sacramento,8028.0,96.0,239,0,2020-07-22
Sacramento,8222.0,98.0,194,2,2020-07-23
Sacramento,8570.0,103.0,348,5,2020-07-24
Sacramento,8674.0,103.0,104,0,2020-07-25
Sacramento,8972.0,103.0,298,0,2020-07-26
Sacramento,9091.0,114.0,119,11,2020-07-27
Sacramento,9429.0,121.0,338,7,2020-07-28
Sacramento,9538.0,126.0,109,5,2020-07-29
Sacramento,9704.0,127.0,166,1,2020-07-30
Sacramento,9872.0,133.0,168,6,2020-07-31
Sacramento,10044.0,133.0,172,0,2020-08-01
Sacramento,10099.0,133.0,55,0,2020-08-02
Sacramento,10143.0,145.0,44,12,2020-08-03
Sacramento,10205.0,148.0,62,3,2020-08-04
Sacramento,10261.0,153.0,56,5,2020-08-05
Sacramento,10548.0,155.0,287,2,2020-08-06
Sacramento,10798.0,155.0,250,0,2020-08-07
Merced,0.0,0.0,0,0,2020-03-18
Merced,0.0,0.0,0,0,2020-03-19
Merced,0.0,0.0,0,0,2020-03-20
Merced,0.0,0.0,0,0,2020-03-21
Merced,0.0,0.0,0,0,2020-03-22
Merced,0.0,0.0,0,0,2020-03-23
Merced,0.0,0.0,0,0,2020-03-24
Merced,0.0,0.0,0,0,2020-03-25
Merced,1.0,0.0,1,0,2020-03-26
Merced,3.0,0.0,2,0,2020-03-27
Merced,4.0,0.0,1,0,2020-03-28
Merced,4.0,0.0,0,0,2020-03-29
Merced,6.0,0.0,2,0,2020-03-30
Merced,6.0,0.0,0,0,2020-03-31
Merced,7.0,0.0,1,0,2020-04-01
Merced,9.0,0.0,2,0,2020-04-02
Merced,9.0,0.0,0,0,2020-04-03
Merced,11.0,0.0,2,0,2020-04-04
Merced,16.0,0.0,5,0,2020-04-05
Merced,25.0,1.0,9,1,2020-04-06
Merced,27.0,1.0,2,0,2020-04-07
Merced,35.0,1.0,8,0,2020-04-08
Merced,41.0,3.0,6,2,2020-04-09
Merced,56.0,3.0,15,0,2020-04-10
Merced,59.0,3.0,3,0,2020-04-11
Merced,58.0,3.0,-1,0,2020-04-12
Merced,60.0,3.0,2,0,2020-04-13
Merced,61.0,3.0,1,0,2020-04-14
Merced,74.0,3.0,13,0,2020-04-15
Merced,76.0,3.0,2,0,2020-04-16
Merced,80.0,3.0,4,0,2020-04-17
Merced,82.0,3.0,2,0,2020-04-18
Merced,85.0,3.0,3,0,2020-04-19
Merced,88.0,3.0,3,0,2020-04-20
Merced,89.0,3.0,1,0,2020-04-21
Merced,92.0,3.0,3,0,2020-04-22
Merced,98.0,3.0,6,0,2020-04-23
Merced,102.0,3.0,4,0,2020-04-24
Merced,103.0,3.0,1,0,2020-04-25
Merced,104.0,3.0,1,0,2020-04-26
Merced,108.0,3.0,4,0,2020-04-27
Merced,108.0,3.0,0,0,2020-04-28
Merced,116.0,3.0,8,0,2020-04-29
Merced,122.0,3.0,6,0,2020-04-30
Merced,131.0,3.0,9,0,2020-05-01
Merced,131.0,3.0,0,0,2020-05-02
Merced,134.0,3.0,3,0,2020-05-03
Merced,138.0,3.0,4,0,2020-05-04
Merced,141.0,3.0,3,0,2020-05-05
Merced,140.0,3.0,-1,0,2020-05-06
Merced,146.0,3.0,6,0,2020-05-07
Merced,151.0,3.0,5,0,2020-05-08
Merced,153.0,3.0,2,0,2020-05-09
Merced,154.0,3.0,1,0,2020-05-10
Merced,158.0,3.0,4,0,2020-05-11
Merced,175.0,4.0,17,1,2020-05-12
Merced,176.0,4.0,1,0,2020-05-13
Merced,182.0,4.0,6,0,2020-05-14
Merced,191.0,6.0,9,2,2020-05-15
Merced,201.0,6.0,10,0,2020-05-16
Merced,214.0,6.0,13,0,2020-05-17
Merced,217.0,6.0,3,0,2020-05-18
Merced,222.0,6.0,5,0,2020-05-19
Merced,225.0,6.0,3,0,2020-05-20
Merced,226.0,6.0,1,0,2020-05-21
Merced,233.0,6.0,7,0,2020-05-22
Merced,247.0,6.0,14,0,2020-05-23
Merced,258.0,6.0,11,0,2020-05-24
Merced,262.0,6.0,4,0,2020-05-25
Merced,266.0,7.0,4,1,2020-05-26
Merced,278.0,7.0,12,0,2020-05-27
Merced,283.0,7.0,5,0,2020-05-28
Merced,285.0,7.0,2,0,2020-05-29
Merced,285.0,7.0,0,0,2020-05-30
Merced,288.0,7.0,3,0,2020-05-31
Merced,289.0,7.0,1,0,2020-06-01
Merced,297.0,7.0,8,0,2020-06-02
Merced,299.0,7.0,2,0,2020-06-03
Merced,304.0,7.0,5,0,2020-06-04
Merced,309.0,7.0,5,0,2020-06-05
Merced,315.0,7.0,6,0,2020-06-06
Merced,318.0,7.0,3,0,2020-06-07
Merced,331.0,7.0,13,0,2020-06-08
Merced,349.0,7.0,18,0,2020-06-09
Merced,370.0,7.0,21,0,2020-06-10
Merced,370.0,7.0,0,0,2020-06-11
Merced,372.0,7.0,2,0,2020-06-12
Merced,376.0,7.0,4,0,2020-06-13
Merced,403.0,7.0,27,0,2020-06-14
Merced,414.0,7.0,11,0,2020-06-15
Merced,436.0,7.0,22,0,2020-06-16
Merced,460.0,8.0,24,1,2020-06-17
Merced,486.0,8.0,26,0,2020-06-18
Merced,529.0,8.0,43,0,2020-06-19
Merced,566.0,8.0,37,0,2020-06-20
Merced,577.0,8.0,11,0,2020-06-21
Merced,619.0,9.0,42,1,2020-06-22
Merced,656.0,9.0,37,0,2020-06-23
Merced,696.0,10.0,40,1,2020-06-24
Merced,754.0,11.0,58,1,2020-06-25
Merced,808.0,11.0,54,0,2020-06-26
Merced,824.0,11.0,16,0,2020-06-27
Merced,862.0,11.0,38,0,2020-06-28
Merced,949.0,11.0,87,0,2020-06-29
Merced,1023.0,11.0,74,0,2020-06-30
Merced,1057.0,11.0,34,0,2020-07-01
Merced,1122.0,11.0,65,0,2020-07-02
Merced,1188.0,11.0,66,0,2020-07-03
Merced,1252.0,11.0,64,0,2020-07-04
Merced,1340.0,11.0,88,0,2020-07-05
Merced,1396.0,11.0,56,0,2020-07-06
Merced,1531.0,11.0,135,0,2020-07-07
Merced,1578.0,12.0,47,1,2020-07-08
Merced,1728.0,12.0,150,0,2020-07-09
Merced,1802.0,12.0,74,0,2020-07-10
Merced,1851.0,12.0,49,0,2020-07-11
Merced,1908.0,12.0,57,0,2020-07-12
Merced,2007.0,12.0,99,0,2020-07-13
Merced,2084.0,13.0,77,1,2020-07-14
Merced,2156.0,15.0,72,2,2020-07-15
Merced,2228.0,15.0,72,0,2020-07-16
Merced,2328.0,15.0,100,0,2020-07-17
Merced,2424.0,15.0,96,0,2020-07-18
Merced,2460.0,15.0,36,0,2020-07-19
Merced,2584.0,22.0,124,7,2020-07-20
Merced,2725.0,22.0,141,0,2020-07-21
Merced,2828.0,26.0,103,4,2020-07-22
Merced,2972.0,27.0,144,1,2020-07-23
Merced,3100.0,27.0,128,0,2020-07-24
Merced,3176.0,27.0,76,0,2020-07-25
Merced,3251.0,27.0,75,0,2020-07-26
Merced,3292.0,27.0,41,0,2020-07-27
Merced,3446.0,29.0,154,2,2020-07-28
Merced,3605.0,35.0,159,6,2020-07-29
Merced,3695.0,39.0,90,4,2020-07-30
Merced,3789.0,50.0,94,11,2020-07-31
Merced,3972.0,50.0,183,0,2020-08-01
Merced,4011.0,50.0,39,0,2020-08-02
Merced,4028.0,50.0,17,0,2020-08-03
Merced,4085.0,51.0,57,1,2020-08-04
Merced,4119.0,60.0,34,9,2020-08-05
Merced,4235.0,62.0,116,2,2020-08-06
Merced,4358.0,64.0,123,2,2020-08-07
Kings,0.0,0.0,0,0,2020-03-18
Kings,0.0,0.0,0,0,2020-03-19
Kings,0.0,0.0,0,0,2020-03-20
Kings,0.0,0.0,0,0,2020-03-21
Kings,0.0,0.0,0,0,2020-03-22
Kings,0.0,0.0,0,0,2020-03-23
Kings,0.0,0.0,0,0,2020-03-24
Kings,0.0,0.0,0,0,2020-03-25
Kings,0.0,0.0,0,0,2020-03-26
Kings,0.0,0.0,0,0,2020-03-27
Kings,1.0,0.0,1,0,2020-03-28
Kings,1.0,0.0,0,0,2020-03-29
Kings,1.0,0.0,0,0,2020-03-30
Kings,2.0,0.0,1,0,2020-03-31
Kings,3.0,0.0,1,0,2020-04-01
Kings,3.0,0.0,0,0,2020-04-02
Kings,3.0,0.0,0,0,2020-04-03
Kings,3.0,0.0,0,0,2020-04-04
Kings,4.0,0.0,1,0,2020-04-05
Kings,3.0,0.0,-1,0,2020-04-06
Kings,5.0,0.0,2,0,2020-04-07
Kings,5.0,0.0,0,0,2020-04-08
Kings,5.0,0.0,0,0,2020-04-09
Kings,7.0,0.0,2,0,2020-04-10
Kings,9.0,0.0,2,0,2020-04-11
Kings,9.0,0.0,0,0,2020-04-12
Kings,10.0,0.0,1,0,2020-04-13
Kings,12.0,0.0,2,0,2020-04-14
Kings,12.0,1.0,0,1,2020-04-15
Kings,12.0,1.0,0,0,2020-04-16
Kings,15.0,1.0,3,0,2020-04-17
Kings,17.0,1.0,2,0,2020-04-18
Kings,17.0,1.0,0,0,2020-04-19
Kings,19.0,1.0,2,0,2020-04-20
Kings,28.0,1.0,9,0,2020-04-21
Kings,28.0,1.0,0,0,2020-04-22
Kings,28.0,1.0,0,0,2020-04-23
Kings,30.0,1.0,2,0,2020-04-24
Kings,33.0,1.0,3,0,2020-04-25
Kings,33.0,1.0,0,0,2020-04-26
Kings,48.0,1.0,15,0,2020-04-27
Kings,57.0,1.0,9,0,2020-04-28
Kings,80.0,1.0,23,0,2020-04-29
Kings,87.0,1.0,7,0,2020-04-30
Kings,112.0,1.0,25,0,2020-05-01
Kings,120.0,1.0,8,0,2020-05-02
Kings,137.0,1.0,17,0,2020-05-03
Kings,153.0,1.0,16,0,2020-05-04
Kings,187.0,1.0,34,0,2020-05-05
Kings,208.0,1.0,21,0,2020-05-06
Kings,219.0,1.0,11,0,2020-05-07
Kings,236.0,1.0,17,0,2020-05-08
Kings,264.0,1.0,28,0,2020-05-09
Kings,266.0,1.0,2,0,2020-05-10
Kings,289.0,1.0,23,0,2020-05-11
Kings,302.0,1.0,13,0,2020-05-12
Kings,314.0,1.0,12,0,2020-05-13
Kings,342.0,1.0,28,0,2020-05-14
Kings,347.0,1.0,5,0,2020-05-15
Kings,356.0,2.0,9,1,2020-05-16
Kings,356.0,2.0,0,0,2020-05-17
Kings,381.0,2.0,25,0,2020-05-18
Kings,393.0,2.0,12,0,2020-05-19
Kings,403.0,2.0,10,0,2020-05-20
Kings,417.0,2.0,14,0,2020-05-21
Kings,428.0,2.0,11,0,2020-05-22
Kings,444.0,2.0,16,0,2020-05-23
Kings,446.0,2.0,2,0,2020-05-24
Kings,447.0,2.0,1,0,2020-05-25
Kings,449.0,2.0,2,0,2020-05-26
Kings,586.0,3.0,137,1,2020-05-27
Kings,626.0,3.0,40,0,2020-05-28
Kings,693.0,3.0,67,0,2020-05-29
Kings,703.0,3.0,10,0,2020-05-30
Kings,703.0,5.0,0,2,2020-05-31
Kings,703.0,5.0,0,0,2020-06-01
Kings,720.0,5.0,17,0,2020-06-02
Kings,744.0,6.0,24,1,2020-06-03
Kings,842.0,6.0,98,0,2020-06-04
Kings,865.0,6.0,23,0,2020-06-05
Kings,882.0,6.0,17,0,2020-06-06
Kings,882.0,6.0,0,0,2020-06-07
Kings,892.0,6.0,10,0,2020-06-08
Kings,934.0,6.0,42,0,2020-06-09
Kings,952.0,6.0,18,0,2020-06-10
Kings,963.0,6.0,11,0,2020-06-11
Kings,987.0,6.0,24,0,2020-06-12
Kings,1023.0,6.0,36,0,2020-06-13
Kings,1022.0,6.0,-1,0,2020-06-14
Kings,1022.0,6.0,0,0,2020-06-15
Kings,1044.0,8.0,22,2,2020-06-16
Kings,1097.0,9.0,53,1,2020-06-17
Kings,1141.0,10.0,44,1,2020-06-18
Kings,1285.0,10.0,144,0,2020-06-19
Kings,1331.0,12.0,46,2,2020-06-20
Kings,1334.0,14.0,3,2,2020-06-21
Kings,1513.0,18.0,179,4,2020-06-22
Kings,1727.0,18.0,214,0,2020-06-23
Kings,2063.0,20.0,336,2,2020-06-24
Kings,2113.0,21.0,50,1,2020-06-25
Kings,2180.0,21.0,67,0,2020-06-26
Kings,2225.0,22.0,45,1,2020-06-27
Kings,2251.0,24.0,26,2,2020-06-28
Kings,2318.0,28.0,67,4,2020-06-29
Kings,2344.0,30.0,26,2,2020-06-30
Kings,2370.0,30.0,26,0,2020-07-01
Kings,2419.0,33.0,49,3,2020-07-02
Kings,2492.0,33.0,73,0,2020-07-03
Kings,2509.0,33.0,17,0,2020-07-04
Kings,2546.0,33.0,37,0,2020-07-05
Kings,2583.0,37.0,37,4,2020-07-06
Kings,2623.0,37.0,40,0,2020-07-07
Kings,2629.0,38.0,6,1,2020-07-08
Kings,2686.0,39.0,57,1,2020-07-09
Kings,2707.0,39.0,21,0,2020-07-10
Kings,2753.0,39.0,46,0,2020-07-11
Kings,2779.0,39.0,26,0,2020-07-12
Kings,2824.0,40.0,45,1,2020-07-13
Kings,2867.0,40.0,43,0,2020-07-14
Kings,2906.0,40.0,39,0,2020-07-15
Kings,2937.0,41.0,31,1,2020-07-16
Kings,2978.0,41.0,41,0,2020-07-17
Kings,2996.0,41.0,18,0,2020-07-18
Kings,3035.0,41.0,39,0,2020-07-19
Kings,3093.0,42.0,58,1,2020-07-20
Kings,3187.0,42.0,94,0,2020-07-21
Kings,3271.0,45.0,84,3,2020-07-22
Kings,3371.0,45.0,100,0,2020-07-23
Kings,3471.0,45.0,100,0,2020-07-24
Kings,3516.0,45.0,45,0,2020-07-25
Kings,3591.0,47.0,75,2,2020-07-26
Kings,3685.0,49.0,94,2,2020-07-27
Kings,3721.0,50.0,36,1,2020-07-28
Kings,3755.0,50.0,34,0,2020-07-29
Kings,3785.0,54.0,30,4,2020-07-30
Kings,3807.0,56.0,22,2,2020-07-31
Kings,3948.0,56.0,141,0,2020-08-01
Kings,3964.0,56.0,16,0,2020-08-02
Kings,4107.0,56.0,143,0,2020-08-03
Kings,4163.0,56.0,56,0,2020-08-04
Kings,4192.0,56.0,29,0,2020-08-05
Kings,4264.0,56.0,72,0,2020-08-06
Kings,4315.0,56.0,51,0,2020-08-07
Kern,1.0,0.0,1,0,2020-03-18
Kern,3.0,0.0,2,0,2020-03-19
Kern,3.0,0.0,0,0,2020-03-20
Kern,3.0,0.0,0,0,2020-03-21
Kern,3.0,0.0,0,0,2020-03-22
Kern,5.0,0.0,2,0,2020-03-23
Kern,5.0,0.0,0,0,2020-03-24
Kern,13.0,0.0,8,0,2020-03-25
Kern,20.0,0.0,7,0,2020-03-26
